,scores,,,,,
32032,1,1,,,,
32033,2,1,,,,
32034,0,0,,,,
32035,-1,-1,,,,
32036,0,0,,,,
32037,0,0,,,,
32038,0,0,,,,
32039,0,0,,,,
32040,0,0,,,,
32041,0,0,,,,
32042,0,0,,,,
32043,1,1,,,,
32044,0,0,,,,
32045,0,0,,,,
32046,0,0,,,,
32047,0,0,,,,
32048,0,0,,,,
32049,0,0,,,,
32050,0,0,,,,
32051,0,0,,,,
32052,0,0,,,,
32053,0,0,,,,
32054,-1,-1,,,,
32055,1,1,,,,
32056,1,1,,,,
32057,0,0,,,,
32058,0,0,,,,
32059,0,0,,,,
32060,1,1,,,,
32061,0,0,,,,
32062,0,0,,,,
32063,1,1,,,,
32064,1,1,,,,
32065,0,0,,,,
32066,0,0,,,,
32067,0,0,,,,
32068,-1,-1,,,,
32069,0,0,,,,
32070,0,0,,,,
32071,-1,-1,,,,
32072,1,1,,,,
32073,0,0,,,,
32074,1,1,,,,
32075,-2,-1,,,,
32076,0,0,,,,
32077,0,0,,,,
32078,-1,-1,,,,
32079,1,1,,,,
32080,0,0,,,,
32081,0,0,,,,
32082,1,1,,,,
32083,0,0,,,,
32084,0,0,,,,
32085,0,0,,,,
32086,0,0,,,,
32087,0,0,,,,
32088,0,0,,,,
32089,0,0,,,,
32090,0,0,,,,
32091,0,0,,,,
32092,0,0,,,,
32093,0,0,,,,
32094,-1,-1,,,,
32095,0,0,,,,
32096,0,0,,,,
32097,0,0,,,,
32098,-2,-1,,,,
32099,0,0,,,,
32100,0,0,,,,
32101,0,0,,,,
32102,0,0,,,,
32103,0,0,,,,
32104,1,1,,,,
32105,1,1,,,,
32106,2,1,,,,
32107,-1,-1,,,,
32108,0,0,,,,
32109,0,0,,,,
32110,0,0,,,,
32111,-1,-1,,,,
32112,-1,-1,,,,
32113,-2,-1,,,,
32114,0,0,,,,
32115,0,0,,,,
32116,0,0,,,,
32117,0,0,,,,
32118,0,0,,,,
32119,0,0,,,,
32120,0,0,,,,
32121,0,0,,,,
32122,0,0,,,,
32123,0,0,,,,
32124,0,0,,,,
32125,1,1,,,,
32126,0,0,,,,
32127,-1,-1,,,,
32128,1,1,,,,
32129,0,0,,,,
32130,0,0,,,,
32131,0,0,,,,
32132,1,1,,,,
32133,0,0,,,,
32134,-1,-1,,,,
32135,0,0,,,,
32136,0,0,,,,
32137,0,0,,,,
32138,0,0,,,,
32139,0,0,,,,
32140,2,1,,,,
32141,-1,-1,,,,
32142,0,0,,,,
32143,0,0,,,,
32144,0,0,,,,
32145,0,0,,,,
32146,1,1,,,,
32147,0,0,,,,
32148,0,0,,,,
32149,0,0,,,,
32150,0,0,,,,
32151,0,0,,,,
32152,0,0,,,,
32153,0,0,,,,
32154,0,0,,,,
32155,1,1,,,,
32156,0,0,,,,
32157,0,0,,,,
32158,0,0,,,,
32159,-3,-1,,,,
32160,0,0,,,,
32161,1,1,,,,
32162,0,0,,,,
32163,0,0,,,,
32164,0,0,,,,
32165,-1,-1,,,,
32166,0,0,,,,
32167,0,0,,,,
32168,1,1,,,,
32169,0,0,,,,
32170,0,0,,,,
32171,-1,-1,,,,
32172,0,0,,,,
32173,-1,-1,,,,
32174,-1,-1,,,,
32175,-1,-1,,,,
32176,0,0,,,,
32177,-1,-1,,,,
32178,0,0,,,,
32179,1,1,,,,
32180,0,0,,,,
32181,-3,-1,,,,
32182,0,0,,,,
32183,0,0,,,,
32184,-1,-1,,,,
32185,1,1,,,,
32186,0,0,,,,
32187,1,1,,,,
32188,0,0,,,,
32189,0,0,,,,
32190,0,0,,,,
32191,1,1,,,,
32192,0,0,,,,
32193,0,0,,,,
32194,0,0,,,,
32195,1,1,,,,
32196,0,0,,,,
32197,0,0,,,,
32198,0,0,,,,
32199,0,0,,,,
32200,1,1,,,,
32201,0,0,,,,
32202,0,0,,,,
32203,0,0,,,,
32204,0,0,,,,
32205,0,0,,,,
32206,1,1,,,,
32207,1,1,,,,
32208,0,0,,,,
32209,2,1,,,,
32210,0,0,,,,
32211,0,0,,,,
32212,0,0,,,,
32213,0,0,,,,
32214,1,1,,,,
32215,1,1,,,,
32216,-1,-1,,,,
32217,-1,-1,,,,
32218,-2,-1,,,,
32219,0,0,,,,
32220,0,0,,,,
32221,-1,-1,,,,
32222,-1,-1,,,,
32223,0,0,,,,
32224,0,0,,,,
32225,0,0,,,,
32226,0,0,,,,
32227,0,0,,,,
32228,1,1,,,,
32229,-1,-1,,,,
32230,2,1,,,,
32231,0,0,,,,
32232,0,0,,,,
32233,1,1,,,,
32234,-1,-1,,,,
32235,0,0,,,,
32236,1,1,,,,
32237,1,1,,,,
32238,0,0,,,,
32239,1,1,,,,
32240,0,0,,,,
32241,-1,-1,,,,
32242,0,0,,,,
32243,0,0,,,,
32244,0,0,,,,
32245,0,0,,,,
32246,1,1,,,,
32247,0,0,,,,
32248,0,0,,,,
32249,0,0,,,,
32250,0,0,,,,
32251,0,0,,,,
32252,-2,-1,,,,
32253,-2,-1,,,,
32254,0,0,,,,
32255,-1,-1,,,,
32256,1,1,,,,
32257,0,0,,,,
32258,0,0,,,,
32259,0,0,,,,
32260,0,0,,,,
32261,0,0,,,,
32262,1,1,,,,
32263,0,0,,,,
32264,-1,-1,,,,
32265,0,0,,,,
32266,-1,-1,,,,
32267,0,0,,,,
32268,0,0,,,,
32269,0,0,,,,
32270,0,0,,,,
32271,0,0,,,,
32272,0,0,,,,
32273,0,0,,,,
32274,0,0,,,,
32275,0,0,,,,
32276,-1,-1,,,,
32277,-1,-1,,,,
32278,2,1,,,,
32279,1,1,,,,
32280,0,0,,,,
32281,0,0,,,,
32282,-1,-1,,,,
32283,2,1,,,,
32284,0,0,,,,
32285,0,0,,,,
32286,0,0,,,,
32287,1,1,,,,
32288,0,0,,,,
32289,-1,-1,,,,
32290,0,0,,,,
32291,1,1,,,,
32292,0,0,,,,
32293,0,0,,,,
32294,2,1,,,,
32295,0,0,,,,
32296,0,0,,,,
32297,-1,-1,,,,
32298,0,0,,,,
32299,0,0,,,,
32300,0,0,,,,
32301,3,1,,,,
32302,1,1,,,,
32303,0,0,,,,
32304,1,1,,,,
32305,0,0,,,,
32306,0,0,,,,
32307,0,0,,,,
32308,1,1,,,,
32309,0,0,,,,
32310,-2,-1,,,,
32311,0,0,,,,
32312,-2,-1,,,,
32313,0,0,,,,
32314,-1,-1,,,,
32315,0,0,,,,
32316,0,0,,,,
32317,1,1,,,,
32318,1,1,,,,
32319,0,0,,,,
32320,0,0,,,,
32321,0,0,,,,
32322,0,0,,,,
32323,0,0,,,,
32324,0,0,,,,
32325,0,0,,,,
32326,0,0,,,,
32327,0,0,,,,
32328,0,0,,,,
32329,0,0,,,,
32330,0,0,,,,
32331,2,1,,,,
32332,0,0,,,,
32333,0,0,,,,
32334,0,0,,,,
32335,0,0,,,,
32336,-1,-1,,,,
32337,0,0,,,,
32338,0,0,,,,
32339,0,0,,,,
32340,1,1,,,,
32341,0,0,,,,
32342,0,0,,,,
32343,1,1,,,,
32344,0,0,,,,
32345,0,0,,,,
32346,0,0,,,,
32347,-1,-1,,,,
32348,0,0,,,,
32349,1,1,,,,
32350,0,0,,,,
32351,0,0,,,,
32352,-1,-1,,,,
32353,0,0,,,,
32354,0,0,,,,
32355,0,0,,,,
32356,0,0,,,,
32357,-1,-1,,,,
32358,0,0,,,,
32359,-1,-1,,,,
32360,0,0,,,,
32361,-1,-1,,,,
32362,0,0,,,,
32363,0,0,,,,
32364,-1,-1,,,,
32365,0,0,,,,
32366,1,1,,,,
32367,0,0,,,,
32368,0,0,,,,
32369,0,0,,,,
32370,0,0,,,,
32371,0,0,,,,
32372,0,0,,,,
32373,0,0,,,,
32374,0,0,,,,
32375,0,0,,,,
32376,0,0,,,,
32377,1,1,,,,
32378,0,0,,,,
32379,1,1,,,,
32380,0,0,,,,
32381,0,0,,,,
32382,0,0,,,,
32383,-1,-1,,,,
32384,0,0,,,,
32385,0,0,,,,
32386,0,0,,,,
32387,1,1,,,,
32388,0,0,,,,
32389,0,0,,,,
32390,0,0,,,,
32391,0,0,,,,
32392,1,1,,,,
32393,-2,-1,,,,
32394,0,0,,,,
32395,0,0,,,,
32396,0,0,,,,
32397,0,0,,,,
32398,1,1,,,,
32399,1,1,,,,
32400,-1,-1,,,,
32401,1,1,,,,
32402,-1,-1,,,,
32403,1,1,,,,
32404,0,0,,,,
32405,1,1,,,,
32406,0,0,,,,
32407,1,1,,,,
32408,0,0,,,,
32409,0,0,,,,
32410,0,0,,,,
32411,1,1,,,,
32412,0,0,,,,
32413,0,0,,,,
32414,0,0,,,,
32415,0,0,,,,
32416,0,0,,,,
32417,1,1,,,,
32418,0,0,,,,
32419,2,1,,,,
32420,2,1,,,,
32421,0,0,,,,
32422,1,1,,,,
32423,-2,-1,,,,
32424,0,0,,,,
32425,0,0,,,,
32426,-1,-1,,,,
32427,0,0,,,,
32428,0,0,,,,
32429,0,0,,,,
32430,0,0,,,,
32431,0,0,,,,
32432,-1,-1,,,,
32433,0,0,,,,
32434,0,0,,,,
32435,0,0,,,,
32436,0,0,,,,
32437,0,0,,,,
32438,1,1,,,,
32439,0,0,,,,
32440,1,1,,,,
32441,0,0,,,,
32442,1,1,,,,
32443,2,1,,,,
32444,0,0,,,,
32445,0,0,,,,
32446,-1,-1,,,,
32447,-1,-1,,,,
32448,0,0,,,,
32449,0,0,,,,
32450,1,1,,,,
32451,1,1,,,,
32452,0,0,,,,
32453,-1,-1,,,,
32454,-1,-1,,,,
32455,0,0,,,,
32456,0,0,,,,
32457,0,0,,,,
32458,0,0,,,,
32459,0,0,,,,
32460,2,1,,,,
32461,0,0,,,,
32462,0,0,,,,
32463,0,0,,,,
32464,0,0,,,,
32465,0,0,,,,
32466,-2,-1,,,,
32467,0,0,,,,
32468,0,0,,,,
32469,1,1,,,,
32470,0,0,,,,
32471,0,0,,,,
32472,0,0,,,,
32473,0,0,,,,
32474,0,0,,,,
32475,0,0,,,,
32476,0,0,,,,
32477,-1,-1,,,,
32478,0,0,,,,
32479,0,0,,,,
32480,0,0,,,,
32481,0,0,,,,
32482,0,0,,,,
32483,-1,-1,,,,
32484,0,0,,,,
32485,0,0,,,,
32486,0,0,,,,
32487,0,0,,,,
32488,0,0,,,,
32489,0,0,,,,
32490,0,0,,,,
32491,0,0,,,,
32492,0,0,,,,
32493,1,1,,,,
32494,0,0,,,,
32495,-1,-1,,,,
32496,0,0,,,,
32497,0,0,,,,
32498,0,0,,,,
32499,0,0,,,,
32500,2,1,,,,
32501,1,1,,,,
32502,0,0,,,,
32503,1,1,,,,
32504,0,0,,,,
32505,0,0,,,,
32506,-1,-1,,,,
32507,0,0,,,,
32508,0,0,,,,
32509,1,1,,,,
32510,0,0,,,,
32511,-1,-1,,,,
32512,1,1,,,,
32513,-1,-1,,,,
32514,0,0,,,,
32515,0,0,,,,
32516,0,0,,,,
32517,1,1,,,,
32518,0,0,,,,
32519,1,1,,,,
32520,-1,-1,,,,
32521,0,0,,,,
32522,-1,-1,,,,
32523,1,1,,,,
32524,0,0,,,,
32525,1,1,,,,
32526,0,0,,,,
32527,0,0,,,,
32528,0,0,,,,
32529,0,0,,,,
32530,-1,-1,,,,
32531,1,1,,,,
32532,0,0,,,,
32533,-1,-1,,,,
32534,-1,-1,,,,
32535,-1,-1,,,,
32536,0,0,,,,
32537,-1,-1,,,,
32538,0,0,,,,
32539,0,0,,,,
32540,0,0,,,,
32541,1,1,,,,
32542,0,0,,,,
32543,2,1,,,,
32544,0,0,,,,
32545,0,0,,,,
32546,0,0,,,,
32547,-3,-1,,,,
32548,-1,-1,,,,
32549,0,0,,,,
32550,0,0,,,,
32551,-4,-1,,,,
32552,0,0,,,,
32553,0,0,,,,
32554,0,0,,,,
32555,0,0,,,,
32556,0,0,,,,
32557,-1,-1,,,,
32558,-2,-1,,,,
32559,0,0,,,,
32560,0,0,,,,
32561,0,0,,,,
32562,-1,-1,,,,
32563,0,0,,,,
32564,1,1,,,,
32565,1,1,,,,
32566,-1,-1,,,,
32567,0,0,,,,
32568,0,0,,,,
32569,-1,-1,,,,
32570,0,0,,,,
32571,3,1,,,,
32572,0,0,,,,
32573,1,1,,,,
32574,-3,-1,,,,
32575,0,0,,,,
32576,0,0,,,,
32577,0,0,,,,
32578,-1,-1,,,,
32579,0,0,,,,
32580,1,1,,,,
32581,0,0,,,,
32582,1,1,,,,
32583,0,0,,,,
32584,0,0,,,,
32585,0,0,,,,
32586,1,1,,,,
32587,0,0,,,,
32588,0,0,,,,
32589,1,1,,,,
32590,-1,-1,,,,
32591,0,0,,,,
32592,0,0,,,,
32593,0,0,,,,
32594,0,0,,,,
32595,1,1,,,,
32596,0,0,,,,
32597,0,0,,,,
32598,0,0,,,,
32599,0,0,,,,
32600,0,0,,,,
32601,0,0,,,,
32602,0,0,,,,
32603,0,0,,,,
32604,1,1,,,,
32605,0,0,,,,
32606,2,1,,,,
32607,1,1,,,,
32608,0,0,,,,
32609,0,0,,,,
32610,2,1,,,,
32611,0,0,,,,
32612,0,0,,,,
32613,0,0,,,,
32614,0,0,,,,
32615,0,0,,,,
32616,0,0,,,,
32617,-1,-1,,,,
32618,0,0,,,,
32619,0,0,,,,
32620,-2,-1,,,,
32621,1,1,,,,
32622,1,1,,,,
32623,0,0,,,,
32624,0,0,,,,
32625,0,0,,,,
32626,1,1,,,,
32627,0,0,,,,
32628,-1,-1,,,,
32629,2,1,,,,
32630,0,0,,,,
32631,0,0,,,,
32632,0,0,,,,
32633,0,0,,,,
32634,0,0,,,,
32635,1,1,,,,
32636,0,0,,,,
32637,0,0,,,,
32638,1,1,,,,
32639,-1,-1,,,,
32640,0,0,,,,
32641,0,0,,,,
32642,-1,-1,,,,
32643,0,0,,,,
32644,0,0,,,,
32645,2,1,,,,
32646,1,1,,,,
32647,0,0,,,,
32648,0,0,,,,
32649,0,0,,,,
32650,0,0,,,,
32651,1,1,,,,
32652,0,0,,,,
32653,-1,-1,,,,
32654,-1,-1,,,,
32655,-3,-1,,,,
32656,1,1,,,,
32657,0,0,,,,
32658,0,0,,,,
32659,1,1,,,,
32660,1,1,,,,
32661,0,0,,,,
32662,-2,-1,,,,
32663,0,0,,,,
32664,0,0,,,,
32665,-1,-1,,,,
32666,1,1,,,,
32667,-1,-1,,,,
32668,0,0,,,,
32669,2,1,,,,
32670,0,0,,,,
32671,2,1,,,,
32672,0,0,,,,
32673,2,1,,,,
32674,0,0,,,,
32675,0,0,,,,
32676,1,1,,,,
32677,1,1,,,,
32678,0,0,,,,
32679,-1,-1,,,,
32680,0,0,,,,
32681,0,0,,,,
32682,0,0,,,,
32683,0,0,,,,
32684,1,1,,,,
32685,1,1,,,,
32686,-1,-1,,,,
32687,0,0,,,,
32688,1,1,,,,
32689,0,0,,,,
32690,-1,-1,,,,
32691,0,0,,,,
32692,0,0,,,,
32693,0,0,,,,
32694,-1,-1,,,,
32695,0,0,,,,
32696,0,0,,,,
32697,2,1,,,,
32698,0,0,,,,
32699,0,0,,,,
32700,1,1,,,,
32701,0,0,,,,
32702,-1,-1,,,,
32703,0,0,,,,
32704,0,0,,,,
32705,0,0,,,,
32706,0,0,,,,
32707,1,1,,,,
32708,0,0,,,,
32709,0,0,,,,
32710,0,0,,,,
32711,0,0,,,,
32712,0,0,,,,
32713,0,0,,,,
32714,0,0,,,,
32715,0,0,,,,
32716,-1,-1,,,,
32717,-1,-1,,,,
32718,-2,-1,,,,
32719,0,0,,,,
32720,-1,-1,,,,
32721,0,0,,,,
32722,0,0,,,,
32723,0,0,,,,
32724,2,1,,,,
32725,0,0,,,,
32726,0,0,,,,
32727,0,0,,,,
32728,1,1,,,,
32729,0,0,,,,
32730,1,1,,,,
32731,3,1,,,,
32732,0,0,,,,
32733,0,0,,,,
32734,0,0,,,,
32735,0,0,,,,
32736,0,0,,,,
32737,0,0,,,,
32738,0,0,,,,
32739,0,0,,,,
32740,0,0,,,,
32741,0,0,,,,
32742,0,0,,,,
32743,0,0,,,,
32744,1,1,,,,
32745,0,0,,,,
32746,0,0,,,,
32747,0,0,,,,
32748,-1,-1,,,,
32749,0,0,,,,
32750,-1,-1,,,,
32751,0,0,,,,
32752,0,0,,,,
32753,-1,-1,,,,
32754,0,0,,,,
32755,0,0,,,,
32756,-1,-1,,,,
32757,0,0,,,,
32758,0,0,,,,
32759,0,0,,,,
32760,0,0,,,,
32761,0,0,,,,
32762,2,1,,,,
32763,0,0,,,,
32764,2,1,,,,
32765,0,0,,,,
32766,0,0,,,,
32767,0,0,,,,
32768,1,1,,,,
32769,3,1,,,,
32770,0,0,,,,
32771,0,0,,,,
32772,0,0,,,,
32773,0,0,,,,
32774,0,0,,,,
32775,0,0,,,,
32776,0,0,,,,
32777,0,0,,,,
32778,0,0,,,,
32779,-1,-1,,,,
32780,0,0,,,,
32781,0,0,,,,
32782,-1,-1,,,,
32783,-1,-1,,,,
32784,1,1,,,,
32785,0,0,,,,
32786,-1,-1,,,,
32787,1,1,,,,
32788,0,0,,,,
32789,1,1,,,,
32790,3,1,,,,
32791,0,0,,,,
32792,0,0,,,,
32793,-2,-1,,,,
32794,0,0,,,,
32795,1,1,,,,
32796,2,1,,,,
32797,1,1,,,,
32798,0,0,,,,
32799,1,1,,,,
32800,-2,-1,,,,
32801,0,0,,,,
32802,0,0,,,,
32803,-1,-1,,,,
32804,0,0,,,,
32805,0,0,,,,
32806,-1,-1,,,,
32807,0,0,,,,
32808,0,0,,,,
32809,1,1,,,,
32810,-1,-1,,,,
32811,0,0,,,,
32812,-1,-1,,,,
32813,0,0,,,,
32814,1,1,,,,
32815,-1,-1,,,,
32816,0,0,,,,
32817,1,1,,,,
32818,0,0,,,,
32819,0,0,,,,
32820,0,0,,,,
32821,0,0,,,,
32822,1,1,,,,
32823,0,0,,,,
32824,0,0,,,,
32825,0,0,,,,
32826,0,0,,,,
32827,0,0,,,,
32828,0,0,,,,
32829,0,0,,,,
32830,-2,-1,,,,
32831,0,0,,,,
32832,-1,-1,,,,
32833,-1,-1,,,,
32834,-1,-1,,,,
32835,2,1,,,,
32836,1,1,,,,
32837,0,0,,,,
32838,0,0,,,,
32839,0,0,,,,
32840,0,0,,,,
32841,0,0,,,,
32842,1,1,,,,
32843,-1,-1,,,,
32844,0,0,,,,
32845,0,0,,,,
32846,0,0,,,,
32847,-1,-1,,,,
32848,0,0,,,,
32849,0,0,,,,
32850,-1,-1,,,,
32851,0,0,,,,
32852,2,1,,,,
32853,1,1,,,,
32854,0,0,,,,
32855,-1,-1,,,,
32856,1,1,,,,
32857,0,0,,,,
32858,1,1,,,,
32859,-2,-1,,,,
32860,0,0,,,,
32861,0,0,,,,
32862,0,0,,,,
32863,-1,-1,,,,
32864,0,0,,,,
32865,0,0,,,,
32866,0,0,,,,
32867,0,0,,,,
32868,1,1,,,,
32869,-1,-1,,,,
32870,0,0,,,,
32871,1,1,,,,
32872,-2,-1,,,,
32873,0,0,,,,
32874,0,0,,,,
32875,0,0,,,,
32876,-2,-1,,,,
32877,0,0,,,,
32878,-3,-1,,,,
32879,0,0,,,,
32880,-2,-1,,,,
32881,2,1,,,,
32882,-2,-1,,,,
32883,1,1,,,,
32884,0,0,,,,
32885,0,0,,,,
32886,0,0,,,,
32887,1,1,,,,
32888,0,0,,,,
32889,0,0,,,,
32890,1,1,,,,
32891,0,0,,,,
32892,0,0,,,,
32893,0,0,,,,
32894,1,1,,,,
32895,0,0,,,,
32896,0,0,,,,
32897,-1,-1,,,,
32898,1,1,,,,
32899,-1,-1,,,,
32900,-1,-1,,,,
32901,-2,-1,,,,
32902,0,0,,,,
32903,0,0,,,,
32904,0,0,,,,
32905,0,0,,,,
32906,0,0,,,,
32907,0,0,,,,
32908,0,0,,,,
32909,0,0,,,,
32910,0,0,,,,
32911,0,0,,,,
32912,0,0,,,,
32913,0,0,,,,
32914,0,0,,,,
32915,0,0,,,,
32916,0,0,,,,
32917,0,0,,,,
32918,0,0,,,,
32919,-1,-1,,,,
32920,1,1,,,,
32921,0,0,,,,
32922,-2,-1,,,,
32923,0,0,,,,
32924,0,0,,,,
32925,-1,-1,,,,
32926,0,0,,,,
32927,-2,-1,,,,
32928,-2,-1,,,,
32929,-1,-1,,,,
32930,2,1,,,,
32931,1,1,,,,
32932,0,0,,,,
32933,1,1,,,,
32934,0,0,,,,
32935,2,1,,,,
32936,0,0,,,,
32937,0,0,,,,
32938,-2,-1,,,,
32939,-1,-1,,,,
32940,0,0,,,,
32941,0,0,,,,
32942,1,1,,,,
32943,-1,-1,,,,
32944,-2,-1,,,,
32945,0,0,,,,
32946,0,0,,,,
32947,0,0,,,,
32948,0,0,,,,
32949,0,0,,,,
32950,0,0,,,,
32951,1,1,,,,
32952,-1,-1,,,,
32953,0,0,,,,
32954,0,0,,,,
32955,0,0,,,,
32956,0,0,,,,
32957,0,0,,,,
32958,0,0,,,,
32959,1,1,,,,
32960,2,1,,,,
32961,-1,-1,,,,
32962,2,1,,,,
32963,0,0,,,,
32964,-1,-1,,,,
32965,0,0,,,,
32966,0,0,,,,
32967,2,1,,,,
32968,0,0,,,,
32969,0,0,,,,
32970,0,0,,,,
32971,0,0,,,,
32972,2,1,,,,
32973,0,0,,,,
32974,-1,-1,,,,
32975,0,0,,,,
32976,0,0,,,,
32977,0,0,,,,
32978,1,1,,,,
32979,0,0,,,,
32980,1,1,,,,
32981,0,0,,,,
32982,0,0,,,,
32983,0,0,,,,
32984,-1,-1,,,,
32985,0,0,,,,
32986,-3,-1,,,,
32987,0,0,,,,
32988,0,0,,,,
32989,0,0,,,,
32990,0,0,,,,
32991,0,0,,,,
32992,-1,-1,,,,
32993,-1,-1,,,,
32994,0,0,,,,
32995,0,0,,,,
32996,0,0,,,,
32997,0,0,,,,
32998,2,1,,,,
32999,0,0,,,,
33000,-1,-1,,,,
33001,0,0,,,,
33002,1,1,,,,
33003,0,0,,,,
33004,0,0,,,,
33005,0,0,,,,
33006,0,0,,,,
33007,0,0,,,,
33008,0,0,,,,
33009,-1,-1,,,,
33010,0,0,,,,
33011,0,0,,,,
33012,1,1,,,,
33013,-1,-1,,,,
33014,0,0,,,,
33015,0,0,,,,
33016,2,1,,,,
33017,0,0,,,,
33018,0,0,,,,
33019,-1,-1,,,,
33020,-1,-1,,,,
33021,-1,-1,,,,
33022,0,0,,,,
33023,0,0,,,,
33024,0,0,,,,
33025,1,1,,,,
33026,1,1,,,,
33027,0,0,,,,
33028,1,1,,,,
33029,0,0,,,,
33030,0,0,,,,
33031,0,0,,,,
33032,-1,-1,,,,
33033,0,0,,,,
33034,0,0,,,,
33035,0,0,,,,
33036,0,0,,,,
33037,0,0,,,,
33038,0,0,,,,
33039,0,0,,,,
33040,0,0,,,,
33041,0,0,,,,
33042,0,0,,,,
33043,0,0,,,,
33044,0,0,,,,
33045,1,1,,,,
33046,0,0,,,,
33047,0,0,,,,
33048,0,0,,,,
33049,1,1,,,,
33050,0,0,,,,
33051,0,0,,,,
33052,0,0,,,,
33053,-1,-1,,,,
33054,0,0,,,,
33055,0,0,,,,
33056,0,0,,,,
33057,1,1,,,,
33058,0,0,,,,
33059,0,0,,,,
33060,0,0,,,,
33061,-1,-1,,,,
33062,0,0,,,,
33063,0,0,,,,
33064,2,1,,,,
33065,-1,-1,,,,
33066,0,0,,,,
33067,-1,-1,,,,
33068,0,0,,,,
33069,-1,-1,,,,
33070,0,0,,,,
33071,0,0,,,,
33072,2,1,,,,
33073,0,0,,,,
33074,0,0,,,,
33075,0,0,,,,
33076,0,0,,,,
33077,0,0,,,,
33078,1,1,,,,
33079,-1,-1,,,,
33080,-2,-1,,,,
33081,1,1,,,,
33082,0,0,,,,
33083,0,0,,,,
33084,1,1,,,,
33085,0,0,,,,
33086,0,0,,,,
33087,0,0,,,,
33088,-1,-1,,,,
33089,0,0,,,,
33090,0,0,,,,
33091,0,0,,,,
33092,0,0,,,,
33093,0,0,,,,
33094,0,0,,,,
33095,0,0,,,,
33096,0,0,,,,
33097,0,0,,,,
33098,0,0,,,,
33099,0,0,,,,
33100,0,0,,,,
33101,0,0,,,,
33102,1,1,,,,
33103,0,0,,,,
33104,-1,-1,,,,
33105,1,1,,,,
33106,0,0,,,,
33107,0,0,,,,
33108,0,0,,,,
33109,0,0,,,,
33110,0,0,,,,
33111,-1,-1,,,,
33112,1,1,,,,
33113,0,0,,,,
33114,0,0,,,,
33115,1,1,,,,
33116,0,0,,,,
33117,0,0,,,,
33118,-1,-1,,,,
33119,0,0,,,,
33120,-1,-1,,,,
33121,-1,-1,,,,
33122,0,0,,,,
33123,-2,-1,,,,
33124,0,0,,,,
33125,0,0,,,,
33126,2,1,,,,
33127,-1,-1,,,,
33128,2,1,,,,
33129,0,0,,,,
33130,0,0,,,,
33131,-1,-1,,,,
33132,-4,-1,,,,
33133,-1,-1,,,,
33134,0,0,,,,
33135,0,0,,,,
33136,0,0,,,,
33137,0,0,,,,
33138,0,0,,,,
33139,0,0,,,,
33140,0,0,,,,
33141,0,0,,,,
33142,0,0,,,,
33143,0,0,,,,
33144,0,0,,,,
33145,1,1,,,,
33146,-1,-1,,,,
33147,0,0,,,,
33148,0,0,,,,
33149,0,0,,,,
33150,0,0,,,,
33151,0,0,,,,
33152,0,0,,,,
33153,0,0,,,,
33154,0,0,,,,
33155,1,1,,,,
33156,0,0,,,,
33157,-2,-1,,,,
33158,-1,-1,,,,
33159,-1,-1,,,,
33160,0,0,,,,
33161,0,0,,,,
33162,0,0,,,,
33163,0,0,,,,
33164,0,0,,,,
33165,0,0,,,,
33166,0,0,,,,
33167,0,0,,,,
33168,0,0,,,,
33169,-1,-1,,,,
33170,1,1,,,,
33171,-1,-1,,,,
33172,0,0,,,,
33173,1,1,,,,
33174,-1,-1,,,,
33175,0,0,,,,
33176,0,0,,,,
33177,1,1,,,,
33178,0,0,,,,
33179,0,0,,,,
33180,0,0,,,,
33181,0,0,,,,
33182,1,1,,,,
33183,0,0,,,,
33184,-2,-1,,,,
33185,1,1,,,,
33186,0,0,,,,
33187,-1,-1,,,,
33188,0,0,,,,
33189,1,1,,,,
33190,0,0,,,,
33191,0,0,,,,
33192,0,0,,,,
33193,0,0,,,,
33194,0,0,,,,
33195,0,0,,,,
33196,0,0,,,,
33197,0,0,,,,
33198,0,0,,,,
33199,0,0,,,,
33200,0,0,,,,
33201,0,0,,,,
33202,-1,-1,,,,
33203,0,0,,,,
33204,0,0,,,,
33205,0,0,,,,
33206,0,0,,,,
33207,0,0,,,,
33208,0,0,,,,
33209,0,0,,,,
33210,0,0,,,,
33211,-3,-1,,,,
33212,0,0,,,,
33213,-3,-1,,,,
33214,0,0,,,,
33215,1,1,,,,
33216,-1,-1,,,,
33217,0,0,,,,
33218,-1,-1,,,,
33219,1,1,,,,
33220,0,0,,,,
33221,0,0,,,,
33222,0,0,,,,
33223,0,0,,,,
33224,0,0,,,,
33225,-1,-1,,,,
33226,0,0,,,,
33227,-1,-1,,,,
33228,0,0,,,,
33229,1,1,,,,
33230,0,0,,,,
33231,0,0,,,,
33232,1,1,,,,
33233,0,0,,,,
33234,1,1,,,,
33235,0,0,,,,
33236,0,0,,,,
33237,0,0,,,,
33238,0,0,,,,
33239,1,1,,,,
33240,0,0,,,,
33241,0,0,,,,
33242,0,0,,,,
33243,0,0,,,,
33244,0,0,,,,
33245,0,0,,,,
33246,0,0,,,,
33247,0,0,,,,
33248,0,0,,,,
33249,1,1,,,,
33250,0,0,,,,
33251,0,0,,,,
33252,0,0,,,,
33253,0,0,,,,
33254,0,0,,,,
33255,0,0,,,,
33256,0,0,,,,
33257,0,0,,,,
33258,0,0,,,,
33259,0,0,,,,
33260,0,0,,,,
33261,-1,-1,,,,
33262,0,0,,,,
33263,4,1,,,,
33264,0,0,,,,
33265,0,0,,,,
