,scores,
15244,0,0
15245,-1,-1
15246,0,0
15247,0,0
15248,-1,-1
15249,-1,-1
15250,0,0
15251,1,1
15252,0,0
15253,-1,-1
15254,1,1
15255,0,0
15256,0,0
15257,-2,-1
15258,0,0
15259,0,0
15260,1,1
15261,2,1
15262,0,0
15263,2,1
15264,0,0
15265,2,1
15266,0,0
15267,1,1
15268,-1,-1
15269,0,0
15270,0,0
15271,0,0
15272,0,0
15273,0,0
15274,0,0
15275,0,0
15276,0,0
15277,2,1
15278,-1,-1
15279,-1,-1
15280,0,0
15281,0,0
15282,0,0
15283,-1,-1
15284,-2,-1
15285,0,0
15286,0,0
15287,2,1
15288,0,0
15289,2,1
15290,0,0
15291,0,0
15292,0,0
15293,0,0
15294,-1,-1
15295,0,0
15296,1,1
15297,0,0
15298,1,1
15299,0,0
15300,0,0
15301,0,0
15302,1,1
15303,1,1
15304,0,0
15305,0,0
15306,1,1
15307,1,1
15308,0,0
15309,3,1
15310,1,1
15311,0,0
15312,0,0
15313,1,1
15314,0,0
15315,-1,-1
15316,-2,-1
15317,2,1
15318,1,1
15319,0,0
15320,2,1
15321,-1,-1
15322,-1,-1
15323,-1,-1
15324,0,0
15325,-2,-1
15326,0,0
15327,0,0
15328,0,0
15329,1,1
15330,1,1
15331,-1,-1
15332,1,1
15333,0,0
15334,0,0
15335,1,1
15336,1,1
15337,-1,-1
15338,-2,-1
15339,0,0
15340,1,1
15341,-1,-1
15342,1,1
15343,0,0
15344,0,0
15345,-1,-1
15346,-1,-1
15347,-1,-1
15348,0,0
15349,0,0
15350,-2,-1
15351,-3,-1
15352,-1,-1
15353,0,0
15354,-1,-1
15355,0,0
15356,0,0
15357,0,0
15358,0,0
15359,-1,-1
15360,-2,-1
15361,-1,-1
15362,1,1
15363,0,0
15364,0,0
15365,-1,-1
15366,0,0
15367,0,0
15368,0,0
15369,0,0
15370,0,0
15371,0,0
15372,-1,-1
15373,1,1
15374,0,0
15375,1,1
15376,0,0
15377,0,0
15378,0,0
15379,-1,-1
15380,0,0
15381,0,0
15382,0,0
15383,1,1
15384,-2,-1
15385,0,0
15386,0,0
15387,-1,-1
15388,1,1
15389,-1,-1
15390,-1,-1
15391,-1,-1
15392,0,0
15393,0,0
15394,0,0
15395,2,1
15396,1,1
15397,1,1
15398,-1,-1
15399,0,0
15400,1,1
15401,1,1
15402,0,0
15403,0,0
15404,0,0
15405,0,0
15406,0,0
15407,-1,-1
15408,-2,-1
15409,0,0
15410,-1,-1
15411,0,0
15412,0,0
15413,0,0
15414,0,0
15415,-1,-1
15416,0,0
15417,1,1
15418,0,0
15419,0,0
15420,0,0
15421,-1,-1
15422,0,0
15423,0,0
15424,1,1
15425,0,0
15426,2,1
15427,0,0
15428,2,1
15429,-2,-1
15430,-1,-1
15431,0,0
15432,0,0
15433,-1,-1
15434,1,1
15435,0,0
15436,1,1
15437,0,0
15438,-1,-1
15439,0,0
15440,-2,-1
15441,3,1
15442,-1,-1
15443,0,0
15444,-1,-1
15445,0,0
15446,1,1
15447,1,1
15448,0,0
15449,0,0
15450,0,0
15451,0,0
15452,0,0
15453,0,0
15454,1,1
15455,0,0
15456,1,1
15457,1,1
15458,1,1
15459,0,0
15460,-2,-1
15461,0,0
15462,0,0
15463,0,0
15464,0,0
15465,-1,-1
15466,0,0
15467,1,1
15468,0,0
15469,0,0
15470,0,0
15471,0,0
15472,0,0
15473,0,0
15474,0,0
15475,-1,-1
15476,0,0
15477,0,0
15478,0,0
15479,0,0
15480,0,0
15481,0,0
15482,0,0
15483,0,0
15484,-1,-1
15485,-1,-1
15486,1,1
15487,-2,-1
15488,-1,-1
15489,0,0
15490,1,1
15491,0,0
15492,1,1
15493,-2,-1
15494,0,0
15495,0,0
15496,0,0
15497,1,1
15498,1,1
15499,-1,-1
15500,1,1
15501,-1,-1
15502,0,0
15503,1,1
15504,0,0
15505,0,0
15506,0,0
15507,-1,-1
15508,0,0
15509,0,0
15510,0,0
15511,1,1
15512,-1,-1
15513,0,0
15514,0,0
15515,1,1
15516,0,0
15517,-1,-1
15518,0,0
15519,0,0
15520,0,0
15521,0,0
15522,0,0
15523,1,1
15524,-1,-1
15525,1,1
15526,0,0
15527,2,1
15528,0,0
15529,0,0
15530,0,0
15531,-1,-1
15532,1,1
15533,0,0
15534,0,0
15535,-3,-1
15536,1,1
15537,0,0
15538,1,1
15539,-1,-1
15540,0,0
15541,0,0
15542,-1,-1
15543,-1,-1
15544,0,0
15545,-1,-1
15546,0,0
15547,0,0
15548,0,0
15549,0,0
15550,0,0
15551,1,1
15552,0,0
15553,-1,-1
15554,0,0
15555,0,0
15556,0,0
15557,0,0
15558,0,0
15559,0,0
15560,1,1
15561,-1,-1
15562,0,0
15563,0,0
15564,2,1
15565,0,0
15566,-2,-1
15567,1,1
15568,-1,-1
15569,0,0
15570,0,0
15571,0,0
15572,0,0
15573,0,0
15574,0,0
15575,0,0
15576,0,0
15577,0,0
15578,0,0
15579,0,0
15580,0,0
15581,0,0
15582,1,1
15583,0,0
15584,-1,-1
15585,0,0
15586,0,0
15587,0,0
15588,0,0
15589,0,0
15590,0,0
15591,0,0
15592,1,1
15593,0,0
15594,0,0
15595,0,0
15596,0,0
15597,0,0
15598,0,0
15599,0,0
15600,1,1
15601,0,0
15602,0,0
15603,-1,-1
15604,-1,-1
15605,0,0
15606,0,0
15607,-2,-1
15608,0,0
15609,0,0
15610,1,1
15611,0,0
15612,0,0
15613,-1,-1
15614,-2,-1
15615,1,1
15616,0,0
15617,-1,-1
15618,0,0
15619,0,0
15620,-2,-1
15621,0,0
15622,1,1
15623,1,1
15624,0,0
15625,0,0
15626,-1,-1
15627,1,1
15628,-2,-1
15629,0,0
15630,0,0
15631,1,1
15632,1,1
15633,-2,-1
15634,1,1
15635,-1,-1
15636,1,1
15637,0,0
15638,2,1
15639,-1,-1
15640,-1,-1
15641,-2,-1
15642,0,0
15643,0,0
15644,0,0
15645,0,0
15646,0,0
15647,0,0
15648,-1,-1
15649,0,0
15650,-2,-1
15651,0,0
15652,0,0
15653,0,0
15654,-1,-1
15655,-1,-1
15656,-1,-1
15657,0,0
15658,0,0
15659,1,1
15660,0,0
15661,0,0
15662,0,0
15663,0,0
15664,-2,-1
15665,-2,-1
15666,0,0
15667,0,0
15668,1,1
15669,0,0
15670,0,0
15671,0,0
15672,1,1
15673,0,0
15674,-1,-1
15675,1,1
15676,0,0
15677,0,0
15678,0,0
15679,0,0
15680,-1,-1
15681,0,0
15682,0,0
15683,3,1
15684,0,0
15685,1,1
15686,0,0
15687,0,0
15688,-1,-1
15689,0,0
15690,0,0
15691,2,1
15692,3,1
15693,0,0
15694,0,0
15695,0,0
15696,-1,-1
15697,0,0
15698,-1,-1
15699,1,1
15700,0,0
15701,0,0
15702,-1,-1
15703,-3,-1
15704,0,0
15705,0,0
15706,0,0
15707,0,0
15708,0,0
15709,0,0
15710,0,0
15711,2,1
15712,-1,-1
15713,0,0
15714,-1,-1
15715,2,1
15716,0,0
15717,0,0
15718,0,0
15719,1,1
15720,1,1
15721,0,0
15722,0,0
15723,1,1
15724,1,1
15725,0,0
15726,-1,-1
15727,-3,-1
15728,0,0
15729,0,0
15730,0,0
15731,0,0
15732,1,1
15733,1,1
15734,0,0
15735,0,0
15736,0,0
15737,-1,-1
15738,1,1
15739,0,0
15740,-1,-1
15741,0,0
15742,0,0
15743,0,0
15744,1,1
15745,1,1
15746,0,0
15747,0,0
15748,0,0
15749,0,0
15750,1,1
15751,0,0
15752,3,1
15753,0,0
15754,0,0
15755,1,1
15756,0,0
15757,0,0
15758,1,1
15759,0,0
15760,0,0
15761,0,0
15762,-2,-1
15763,-1,-1
15764,1,1
15765,0,0
15766,0,0
15767,0,0
15768,0,0
15769,-3,-1
15770,0,0
15771,-1,-1
15772,1,1
15773,0,0
15774,-1,-1
15775,1,1
15776,0,0
15777,0,0
15778,0,0
15779,1,1
15780,2,1
15781,0,0
15782,0,0
15783,0,0
15784,0,0
15785,-1,-1
15786,-1,-1
15787,1,1
15788,0,0
15789,2,1
15790,1,1
15791,1,1
15792,0,0
15793,-1,-1
15794,0,0
15795,0,0
15796,0,0
15797,0,0
15798,0,0
15799,-3,-1
15800,-2,-1
15801,1,1
15802,-1,-1
15803,-1,-1
15804,-1,-1
15805,0,0
15806,0,0
15807,0,0
15808,0,0
15809,-1,-1
15810,1,1
15811,0,0
15812,0,0
15813,0,0
15814,0,0
15815,-1,-1
15816,-1,-1
15817,0,0
15818,1,1
15819,0,0
15820,0,0
15821,0,0
15822,1,1
15823,2,1
15824,-1,-1
15825,0,0
15826,0,0
15827,0,0
15828,-1,-1
15829,0,0
15830,-1,-1
15831,0,0
15832,0,0
15833,0,0
15834,0,0
15835,0,0
15836,0,0
15837,0,0
15838,1,1
15839,-1,-1
15840,0,0
15841,1,1
15842,0,0
15843,-2,-1
15844,-1,-1
15845,0,0
15846,0,0
15847,0,0
15848,-1,-1
15849,0,0
15850,-1,-1
15851,-2,-1
15852,0,0
15853,-1,-1
15854,0,0
15855,0,0
15856,0,0
15857,1,1
15858,0,0
15859,0,0
15860,0,0
15861,0,0
15862,0,0
15863,-1,-1
15864,-1,-1
15865,0,0
15866,0,0
15867,1,1
15868,0,0
15869,0,0
15870,0,0
15871,0,0
15872,0,0
15873,0,0
15874,-1,-1
15875,1,1
15876,0,0
15877,1,1
15878,0,0
15879,0,0
15880,0,0
15881,-1,-1
15882,0,0
15883,1,1
15884,0,0
15885,0,0
15886,0,0
15887,-2,-1
15888,-1,-1
15889,0,0
15890,-2,-1
15891,1,1
15892,0,0
15893,0,0
15894,0,0
15895,2,1
15896,-1,-1
15897,0,0
15898,0,0
15899,-2,-1
15900,0,0
15901,0,0
15902,0,0
15903,0,0
15904,1,1
15905,1,1
15906,0,0
15907,1,1
15908,3,1
15909,0,0
15910,0,0
15911,0,0
15912,1,1
15913,0,0
15914,1,1
15915,0,0
15916,0,0
15917,0,0
15918,1,1
15919,0,0
15920,0,0
15921,-1,-1
15922,0,0
15923,1,1
15924,1,1
15925,-1,-1
15926,0,0
15927,-1,-1
15928,0,0
15929,0,0
15930,0,0
15931,-1,-1
15932,0,0
15933,0,0
15934,0,0
15935,0,0
15936,-2,-1
15937,-1,-1
15938,0,0
15939,1,1
15940,0,0
15941,0,0
15942,-1,-1
15943,-1,-1
15944,0,0
15945,0,0
15946,0,0
15947,0,0
15948,-1,-1
15949,0,0
15950,0,0
15951,0,0
15952,0,0
15953,0,0
15954,-1,-1
15955,0,0
15956,0,0
15957,0,0
15958,2,1
15959,1,1
15960,1,1
15961,2,1
15962,0,0
15963,1,1
15964,0,0
15965,1,1
15966,0,0
15967,-1,-1
15968,0,0
15969,0,0
15970,2,1
15971,0,0
15972,1,1
15973,-1,-1
15974,0,0
15975,2,1
15976,-2,-1
15977,0,0
15978,0,0
15979,0,0
15980,1,1
15981,-1,-1
15982,0,0
15983,0,0
15984,-1,-1
15985,-1,-1
15986,0,0
15987,0,0
15988,0,0
15989,0,0
15990,0,0
15991,0,0
15992,0,0
15993,0,0
15994,-2,-1
15995,0,0
15996,0,0
15997,1,1
15998,0,0
15999,0,0
16000,-1,-1
16001,0,0
16002,0,0
16003,0,0
16004,0,0
16005,0,0
16006,0,0
16007,0,0
16008,0,0
16009,0,0
16010,-1,-1
16011,0,0
16012,0,0
16013,0,0
16014,0,0
16015,0,0
16016,0,0
16017,0,0
16018,0,0
16019,-1,-1
16020,0,0
16021,1,1
16022,-1,-1
16023,0,0
16024,0,0
16025,0,0
16026,1,1
16027,0,0
16028,1,1
16029,0,0
16030,1,1
16031,0,0
16032,0,0
16033,0,0
16034,0,0
16035,1,1
16036,1,1
16037,1,1
16038,0,0
16039,0,0
16040,0,0
16041,1,1
16042,0,0
16043,-1,-1
16044,0,0
16045,0,0
16046,-3,-1
16047,0,0
16048,1,1
16049,0,0
16050,0,0
16051,-2,-1
16052,0,0
16053,-1,-1
16054,0,0
16055,0,0
16056,-1,-1
16057,-3,-1
16058,-1,-1
16059,0,0
16060,1,1
16061,-2,-1
16062,0,0
16063,0,0
16064,1,1
16065,0,0
16066,0,0
16067,-1,-1
16068,0,0
16069,0,0
16070,2,1
16071,0,0
16072,1,1
16073,0,0
16074,0,0
16075,0,0
16076,1,1
16077,-1,-1
16078,0,0
16079,0,0
16080,0,0
16081,1,1
16082,0,0
16083,0,0
16084,-1,-1
16085,0,0
16086,0,0
16087,0,0
16088,0,0
16089,-1,-1
16090,0,0
16091,-1,-1
16092,0,0
16093,1,1
16094,1,1
16095,-1,-1
16096,0,0
16097,1,1
16098,0,0
16099,0,0
16100,0,0
16101,0,0
16102,-1,-1
16103,0,0
16104,0,0
16105,-2,-1
16106,2,1
16107,-2,-1
16108,1,1
16109,1,1
16110,0,0
16111,0,0
16112,0,0
16113,0,0
16114,-1,-1
16115,-2,-1
16116,0,0
16117,0,0
16118,0,0
16119,0,0
16120,0,0
16121,-1,-1
16122,-1,-1
16123,-1,-1
16124,-2,-1
16125,0,0
16126,0,0
16127,0,0
16128,0,0
16129,0,0
16130,0,0
16131,0,0
16132,0,0
16133,0,0
16134,1,1
16135,-1,-1
16136,1,1
16137,0,0
16138,0,0
16139,0,0
16140,2,1
16141,0,0
16142,0,0
16143,1,1
16144,0,0
16145,0,0
16146,0,0
16147,0,0
16148,1,1
16149,0,0
16150,0,0
16151,0,0
16152,0,0
16153,0,0
16154,0,0
16155,0,0
16156,0,0
16157,0,0
16158,0,0
16159,0,0
16160,0,0
16161,3,1
16162,-1,-1
16163,0,0
16164,1,1
16165,-3,-1
16166,-1,-1
16167,-1,-1
16168,0,0
16169,1,1
16170,0,0
16171,1,1
16172,0,0
16173,1,1
16174,0,0
16175,-1,-1
16176,0,0
16177,1,1
16178,0,0
16179,-2,-1
16180,0,0
16181,0,0
16182,0,0
16183,-1,-1
16184,0,0
16185,-1,-1
16186,-1,-1
16187,0,0
16188,0,0
16189,0,0
16190,0,0
16191,0,0
16192,-1,-1
16193,0,0
16194,0,0
16195,1,1
16196,0,0
16197,1,1
16198,-1,-1
16199,0,0
16200,0,0
16201,1,1
16202,0,0
16203,0,0
16204,1,1
16205,1,1
16206,1,1
16207,0,0
16208,0,0
16209,-1,-1
16210,-1,-1
16211,0,0
16212,0,0
16213,0,0
16214,0,0
16215,0,0
16216,0,0
16217,0,0
16218,0,0
16219,0,0
16220,-2,-1
16221,0,0
16222,0,0
16223,-1,-1
16224,0,0
16225,0,0
16226,-2,-1
16227,0,0
16228,0,0
16229,1,1
16230,0,0
16231,0,0
16232,0,0
16233,0,0
16234,-1,-1
16235,0,0
16236,0,0
16237,-2,-1
16238,1,1
16239,0,0
16240,-1,-1
16241,0,0
16242,0,0
16243,-1,-1
16244,1,1
16245,0,0
16246,1,1
16247,1,1
16248,0,0
16249,0,0
16250,-1,-1
16251,1,1
16252,0,0
16253,0,0
16254,0,0
16255,0,0
16256,0,0
16257,0,0
16258,0,0
16259,-1,-1
16260,0,0
16261,0,0
16262,0,0
16263,0,0
16264,0,0
16265,0,0
16266,1,1
16267,0,0
16268,1,1
16269,1,1
16270,0,0
16271,-1,-1
16272,0,0
16273,0,0
16274,1,1
16275,0,0
16276,1,1
16277,0,0
16278,0,0
16279,0,0
16280,-1,-1
16281,0,0
16282,0,0
16283,0,0
16284,0,0
16285,0,0
16286,-1,-1
16287,1,1
16288,0,0
16289,0,0
16290,0,0
16291,0,0
16292,0,0
16293,0,0
16294,-2,-1
16295,0,0
16296,0,0
16297,2,1
16298,-1,-1
16299,0,0
16300,0,0
16301,1,1
16302,0,0
16303,-2,-1
16304,0,0
16305,0,0
16306,0,0
16307,-1,-1
16308,0,0
16309,0,0
16310,0,0
16311,1,1
16312,-1,-1
16313,0,0
16314,-1,-1
16315,0,0
16316,0,0
16317,0,0
16318,1,1
16319,-2,-1
16320,1,1
16321,1,1
16322,0,0
16323,0,0
16324,1,1
16325,-1,-1
16326,0,0
16327,0,0
16328,-1,-1
16329,1,1
16330,0,0
16331,-2,-1
16332,-1,-1
16333,0,0
16334,-1,-1
16335,1,1
16336,1,1
16337,0,0
16338,-1,-1
16339,1,1
16340,-2,-1
16341,-4,-1
16342,0,0
16343,0,0
16344,0,0
16345,0,0
16346,-1,-1
16347,0,0
16348,1,1
16349,1,1
16350,0,0
16351,-1,-1
16352,0,0
16353,1,1
16354,0,0
16355,-1,-1
16356,-1,-1
16357,0,0
16358,-1,-1
16359,0,0
16360,2,1
16361,0,0
16362,0,0
16363,1,1
16364,1,1
16365,0,0
16366,0,0
16367,0,0
16368,0,0
16369,0,0
16370,0,0
16371,0,0
16372,-1,-1
16373,0,0
16374,0,0
16375,0,0
16376,0,0
16377,-1,-1
16378,0,0
16379,-1,-1
16380,-1,-1
16381,0,0
16382,-1,-1
16383,0,0
16384,0,0
16385,-1,-1
16386,0,0
16387,0,0
16388,0,0
16389,0,0
16390,0,0
16391,-1,-1
16392,1,1
16393,3,1
16394,0,0
16395,0,0
16396,0,0
16397,0,0
16398,1,1
16399,0,0
16400,-1,-1
16401,-2,-1
16402,1,1
16403,-2,-1
16404,-1,-1
16405,-1,-1
16406,0,0
16407,0,0
16408,0,0
16409,-1,-1
16410,0,0
16411,-1,-1
16412,-2,-1
16413,0,0
16414,0,0
16415,0,0
16416,-1,-1
16417,0,0
16418,0,0
16419,0,0
16420,1,1
16421,0,0
16422,0,0
16423,-1,-1
16424,0,0
16425,0,0
16426,0,0
16427,0,0
16428,-1,-1
16429,0,0
16430,0,0
16431,0,0
16432,3,1
16433,1,1
16434,0,0
16435,1,1
16436,0,0
16437,0,0
16438,0,0
16439,1,1
16440,0,0
16441,0,0
16442,0,0
16443,-1,-1
16444,0,0
16445,0,0
16446,0,0
16447,0,0
16448,1,1
16449,0,0
16450,1,1
16451,0,0
16452,0,0
16453,1,1
16454,0,0
16455,0,0
16456,0,0
16457,-1,-1
16458,-2,-1
16459,1,1
16460,-1,-1
16461,1,1
16462,-1,-1
16463,0,0
16464,0,0
16465,0,0
16466,2,1
16467,0,0
16468,2,1
16469,0,0
16470,0,0
16471,0,0
16472,0,0
16473,-1,-1
16474,0,0
16475,3,1
16476,0,0
16477,0,0
16478,0,0
16479,0,0
16480,0,0
16481,0,0
16482,0,0
16483,-1,-1
16484,1,1
16485,0,0
16486,-1,-1
16487,0,0
16488,-1,-1
16489,0,0
16490,0,0
16491,0,0
16492,0,0
16493,1,1
16494,0,0
16495,-1,-1
16496,0,0
16497,1,1
16498,0,0
16499,0,0
16500,-1,-1
16501,-1,-1
16502,0,0
16503,0,0
16504,0,0
16505,1,1
16506,-1,-1
16507,1,1
16508,1,1
16509,-1,-1
16510,1,1
16511,0,0
16512,3,1
16513,1,1
16514,-1,-1
16515,0,0
16516,0,0
16517,0,0
16518,1,1
16519,-1,-1
16520,0,0
16521,-1,-1
16522,0,0
16523,0,0
16524,0,0
16525,0,0
16526,1,1
16527,0,0
16528,0,0
16529,0,0
16530,0,0
16531,-2,-1
16532,-1,-1
16533,0,0
16534,0,0
16535,0,0
16536,0,0
16537,2,1
16538,1,1
16539,-1,-1
16540,-1,-1
16541,0,0
16542,0,0
16543,1,1
16544,0,0
16545,0,0
16546,0,0
16547,-1,-1
16548,-2,-1
16549,0,0
16550,0,0
16551,1,1
16552,-1,-1
16553,0,0
16554,1,1
16555,2,1
16556,0,0
16557,1,1
16558,1,1
16559,0,0
16560,0,0
16561,1,1
16562,-1,-1
16563,0,0
16564,0,0
16565,2,1
16566,0,0
16567,-2,-1
16568,-1,-1
16569,0,0
16570,1,1
16571,2,1
16572,0,0
16573,0,0
16574,0,0
16575,0,0
16576,0,0
16577,-1,-1
16578,-1,-1
16579,1,1
16580,0,0
16581,1,1
16582,0,0
16583,1,1
16584,-1,-1
16585,0,0
16586,0,0
16587,0,0
16588,0,0
16589,0,0
16590,-6,-1
16591,-1,-1
16592,0,0
16593,1,1
16594,0,0
16595,0,0
16596,-1,-1
16597,2,1
16598,0,0
16599,0,0
16600,0,0
16601,1,1
16602,1,1
16603,0,0
16604,0,0
16605,0,0
16606,0,0
16607,0,0
16608,0,0
16609,0,0
16610,0,0
16611,0,0
16612,0,0
16613,0,0
16614,0,0
16615,0,0
16616,0,0
16617,0,0
16618,0,0
16619,1,1
16620,0,0
16621,0,0
16622,0,0
16623,0,0
16624,0,0
16625,-1,-1
16626,0,0
16627,-1,-1
16628,1,1
16629,1,1
16630,-1,-1
16631,1,1
16632,0,0
16633,0,0
16634,0,0
16635,1,1
16636,0,0
16637,0,0
16638,0,0
16639,0,0
16640,0,0
16641,3,1
16642,0,0
16643,0,0
16644,1,1
16645,1,1
16646,-1,-1
16647,0,0
16648,0,0
16649,3,1
16650,0,0
16651,1,1
16652,3,1
16653,0,0
16654,0,0
16655,0,0
16656,-1,-1
16657,0,0
16658,-1,-1
16659,0,0
16660,0,0
16661,0,0
16662,1,1
16663,0,0
16664,0,0
16665,0,0
16666,1,1
16667,0,0
16668,0,0
16669,1,1
16670,0,0
16671,0,0
16672,0,0
16673,0,0
16674,0,0
16675,0,0
16676,-1,-1
16677,0,0
16678,-1,-1
16679,-1,-1
16680,-1,-1
16681,0,0
16682,0,0
16683,1,1
16684,-1,-1
16685,0,0
16686,0,0
16687,0,0
16688,0,0
16689,0,0
16690,0,0
16691,-1,-1
16692,0,0
16693,-1,-1
16694,1,1
16695,0,0
16696,0,0
16697,-1,-1
16698,0,0
16699,0,0
16700,1,1
16701,2,1
16702,0,0
16703,-1,-1
16704,0,0
16705,1,1
16706,0,0
16707,0,0
16708,0,0
16709,0,0
16710,-1,-1
16711,-1,-1
16712,-1,-1
16713,2,1
16714,0,0
16715,0,0
16716,-1,-1
16717,0,0
16718,0,0
16719,0,0
16720,0,0
16721,-1,-1
16722,1,1
16723,0,0
16724,0,0
16725,-3,-1
16726,1,1
16727,0,0
16728,2,1
16729,-1,-1
16730,0,0
16731,-1,-1
16732,0,0
16733,0,0
16734,0,0
16735,0,0
16736,-1,-1
16737,0,0
16738,1,1
16739,0,0
16740,0,0
16741,-1,-1
16742,-1,-1
16743,0,0
16744,0,0
16745,0,0
16746,0,0
16747,0,0
16748,1,1
16749,0,0
16750,-1,-1
16751,0,0
16752,-1,-1
16753,0,0
16754,0,0
16755,1,1
16756,0,0
16757,0,0
16758,0,0
16759,0,0
16760,0,0
16761,1,1
16762,0,0
16763,0,0
16764,1,1
16765,0,0
16766,0,0
16767,0,0
16768,1,1
16769,0,0
16770,2,1
16771,0,0
16772,0,0
16773,0,0
16774,0,0
16775,1,1
16776,0,0
16777,1,1
16778,-1,-1
16779,0,0
16780,0,0
16781,1,1
16782,0,0
16783,0,0
16784,-1,-1
16785,1,1
16786,-1,-1
16787,0,0
16788,0,0
16789,-2,-1
16790,0,0
16791,0,0
16792,0,0
16793,-1,-1
16794,0,0
16795,0,0
16796,0,0
16797,0,0
16798,0,0
16799,0,0
16800,2,1
16801,0,0
16802,1,1
16803,1,1
16804,-1,-1
16805,0,0
16806,0,0
16807,0,0
16808,0,0
16809,0,0
16810,0,0
16811,-1,-1
16812,0,0
16813,0,0
16814,1,1
16815,-1,-1
16816,0,0
16817,0,0
16818,0,0
16819,-1,-1
16820,0,0
16821,-2,-1
16822,1,1
16823,1,1
16824,0,0
16825,0,0
16826,0,0
16827,0,0
16828,0,0
16829,1,1
16830,0,0
16831,0,0
16832,-1,-1
16833,0,0
16834,0,0
16835,1,1
16836,0,0
16837,0,0
16838,0,0
16839,0,0
16840,2,1
16841,1,1
16842,0,0
16843,0,0
16844,1,1
16845,0,0
16846,0,0
16847,3,1
16848,0,0
16849,0,0
16850,0,0
16851,0,0
16852,0,0
16853,0,0
16854,0,0
16855,0,0
16856,0,0
16857,0,0
16858,0,0
16859,0,0
16860,-1,-1
16861,0,0
16862,1,1
16863,1,1
16864,1,1
16865,0,0
16866,-4,-1
16867,0,0
16868,0,0
16869,0,0
16870,0,0
16871,0,0
16872,0,0
16873,1,1
16874,0,0
16875,0,0
16876,0,0
16877,0,0
16878,0,0
16879,0,0
16880,0,0
16881,-2,-1
16882,0,0
16883,1,1
16884,0,0
16885,0,0
16886,0,0
16887,1,1
16888,0,0
16889,0,0
16890,0,0
16891,0,0
16892,0,0
16893,0,0
16894,1,1
16895,0,0
16896,0,0
16897,-1,-1
16898,0,0
16899,1,1
16900,0,0
16901,0,0
16902,0,0
16903,-1,-1
16904,-2,-1
16905,0,0
16906,-1,-1
16907,0,0
16908,0,0
16909,-1,-1
16910,0,0
16911,0,0
16912,0,0
16913,0,0
16914,0,0
16915,-1,-1
16916,0,0
16917,1,1
16918,1,1
16919,-1,-1
16920,0,0
16921,-1,-1
16922,0,0
16923,-1,-1
16924,0,0
16925,0,0
16926,0,0
16927,0,0
16928,0,0
16929,0,0
16930,-1,-1
16931,0,0
16932,0,0
16933,0,0
16934,0,0
16935,0,0
16936,1,1
16937,-2,-1
16938,1,1
16939,-1,-1
16940,0,0
16941,-1,-1
16942,0,0
16943,-2,-1
16944,0,0
16945,2,1
16946,0,0
16947,-1,-1
16948,0,0
16949,1,1
16950,0,0
16951,1,1
16952,1,1
16953,0,0
16954,0,0
16955,0,0
16956,0,0
16957,-1,-1
16958,0,0
16959,1,1
16960,-1,-1
16961,0,0
16962,1,1
16963,0,0
16964,0,0
16965,-1,-1
16966,2,1
16967,0,0
16968,0,0
16969,0,0
16970,-2,-1
16971,0,0
16972,0,0
16973,-2,-1
16974,0,0
16975,1,1
16976,0,0
16977,0,0
16978,0,0
16979,-1,-1
16980,0,0
16981,0,0
16982,0,0
16983,0,0
16984,1,1
16985,1,1
16986,0,0
16987,1,1
16988,0,0
16989,2,1
16990,1,1
16991,0,0
16992,0,0
16993,3,1
16994,0,0
16995,0,0
16996,-1,-1
16997,0,0
16998,0,0
16999,0,0
17000,0,0
17001,0,0
17002,0,0
17003,0,0
17004,0,0
17005,0,0
17006,1,1
17007,1,1
17008,0,0
17009,-1,-1
17010,-1,-1
17011,0,0
17012,0,0
17013,-1,-1
17014,0,0
17015,0,0
17016,0,0
17017,1,1
17018,-1,-1
17019,1,1
17020,0,0
17021,0,0
17022,0,0
17023,0,0
17024,0,0
17025,0,0
17026,0,0
17027,-6,-1
17028,1,1
17029,0,0
17030,0,0
17031,0,0
17032,-1,-1
17033,0,0
17034,-1,-1
17035,0,0
17036,-1,-1
17037,0,0
17038,0,0
17039,0,0
17040,0,0
17041,-2,-1
17042,0,0
17043,-1,-1
17044,-1,-1
17045,0,0
17046,1,1
17047,1,1
17048,1,1
17049,-1,-1
17050,0,0
17051,0,0
17052,0,0
17053,0,0
17054,1,1
17055,-1,-1
17056,1,1
17057,0,0
17058,0,0
17059,-1,-1
17060,0,0
17061,0,0
17062,1,1
17063,0,0
17064,0,0
17065,0,0
17066,0,0
17067,0,0
17068,-1,-1
17069,-3,-1
17070,0,0
17071,0,0
17072,0,0
17073,0,0
17074,0,0
17075,0,0
17076,0,0
17077,0,0
17078,0,0
17079,1,1
17080,0,0
17081,0,0
17082,0,0
17083,0,0
17084,-1,-1
17085,1,1
17086,0,0
17087,1,1
17088,0,0
17089,0,0
17090,-1,-1
17091,0,0
17092,0,0
17093,1,1
17094,0,0
17095,0,0
17096,0,0
17097,0,0
17098,-1,-1
17099,0,0
17100,0,0
17101,0,0
17102,0,0
17103,0,0
17104,0,0
17105,1,1
17106,0,0
17107,-2,-1
17108,2,1
17109,1,1
17110,0,0
17111,0,0
17112,0,0
17113,0,0
17114,2,1
17115,-1,-1
17116,0,0
17117,0,0
17118,0,0
17119,0,0
17120,1,1
17121,0,0
17122,-1,-1
17123,0,0
17124,-1,-1
17125,0,0
17126,-1,-1
17127,1,1
17128,0,0
17129,0,0
17130,0,0
17131,-1,-1
17132,0,0
17133,0,0
17134,1,1
